candidate_idx,conversation_id,message_count,duration_minutes,flags,dialogue_text,primary_intent,escalation_needed,escalation_rationale,evidence_notes,ambiguity_notes
122,168050,5,115.8,Clean,"[Turn 0 | CUSTOMER | @155094 | 2017-11-24 20:32:09] (root):
@Tesco Hello. I’m still waiting for my tesco online shopping delivery. Due 7-8pm tonight and still hasn’t turned up. Order no 22271939

[Turn 1 | TESCO | @Tesco | 2017-11-24 21:06:49] (in reply to 168050):
@155094 Hi Wayne, I am sorry your order was late, has it arrived now. Can you please DM your full name, address and email? I can address this for you. TY - Chris

[Turn 2 | CUSTOMER | @155094 | 2017-11-24 21:07:40] (in reply to 168048):
@Tesco Hey. I’ve already DM’d about 40 min ago. It arrived about 15 mins ago but still about 45 min late. All good though

[Turn 3 | TESCO | @Tesco | 2017-11-24 22:25:16] (in reply to 168049):
@155094 Hi Wayne, thank you for getting back to me, I can see you only provided your order number. Can you please provide the other details so I can log your feedback. TY - Chris

[Turn 4 | CUSTOMER | @155094 | 2017-11-24 22:27:54] (in reply to 168051):
@Tesco Ok sure. dM you now",delivery_and_orders,escalate,requires_pii_or_dm,Late online delivery,
123,172386,5,38.2,Clean; Branching,"[Turn 0 | CUSTOMER | @156284 | 2017-11-24 22:17:34] (root):
@Tesco what’s going on with your online shopping? I keep getting a page cannot be displayed error when checking out

[Turn 1 | TESCO | @Tesco | 2017-11-24 22:20:17] (in reply to 172386):
@156284 Hi Matthew, I'm sorry to hear that you're having trouble when trying to check out. Can you confirm what part of the website this is? - Ceri

[Turn 2 | CUSTOMER | @156284 | 2017-11-24 22:37:45] (in reply to 172384):
@Tesco It is when going into the checkout to input payment details Iv got a photo of the error tried on multiple devices and on 4g and WiFi https://t.co/S2Nr1cF2S8

[Turn 3 | TESCO | @Tesco | 2017-11-24 22:45:42] (in reply to 172385):
@156284 Hi Matthew, thanks for getting back in touch. This may be something to do with the items in your basket. Please can you DM us and confirm what items you're looking to purchase? - Phil.

[Turn 4 | CUSTOMER | @156284 | 2017-11-24 22:55:44] (in reply to 172385):
@Tesco Hi Phil just sent that through",website_and_app_technical,escalate,technical_support,Checkout payment error page,
124,1861095,5,115.9,Clean; Branching,"[Turn 0 | CUSTOMER | @556274 | 2017-10-19 15:24:33] (root):
Hey @Tesco it’s about time you stopped selling those Big &amp; Nasty eggs. Animal cruelty has to stop! https://t.co/Ve7pd7Sf98 #BigAndNasty

[Turn 1 | TESCO | @Tesco | 2017-10-19 17:19:44] (in reply to 1861095):
@556274 We are committed to high animal welfare standards &amp; all of our egg producers must be fully compliant with the Red Tractor assurance scheme,

[Turn 2 | TESCO | @Tesco | 2017-10-19 17:20:15] (in reply to 1861095):
@556274 As well as meeting additional Tesco welfare standards. 2/4

[Turn 3 | TESCO | @Tesco | 2017-10-19 17:20:21] (in reply to 1861095):
@556274 We understand the RSPCA has investigated this issue and found no welfare guidelines were breached. 3/4

[Turn 4 | TESCO | @Tesco | 2017-10-19 17:20:28] (in reply to 1861095):
@556274 We will continue to work hard to ensure we and our suppliers uphold these standards. - Rocsi 4/4",general_feedback_and_chitchat,do_not_escalate,none,,Animal welfare complaint about egg product line; answered with policy statement
125,1946416,5,34.4,Clean; Branching,"[Turn 0 | CUSTOMER | @234903 | 2017-10-30 11:02:28] (root):
@Tesco hi, your desktop online grocery shopping isn't working properly. Won't let me search for items. X

[Turn 1 | CUSTOMER | @234903 | 2017-10-30 11:04:20] (in reply to 1946416):
@Tesco Or scroll, I'm using it on my phone. But on safari X

[Turn 2 | TESCO | @Tesco | 2017-10-30 11:36:38] (in reply to 1946413):
@234903 Hi Jessi, I'm very sorry you are having trouble with the website, we have a few steps for you to follow to help get you up and running. 1/3

[Turn 3 | TESCO | @Tesco | 2017-10-30 11:36:45] (in reply to 1946413):
@234903 Can you please clear the cache/cookies on your browser, then check the date and time on device. 2/3

[Turn 4 | TESCO | @Tesco | 2017-10-30 11:36:51] (in reply to 1946413):
@234903 Please then close the browser and reopen, please then try once more. This should help, however if not please get back in touch. 3/3",website_and_app_technical,do_not_escalate,none,Mobile Safari search/scroll fault,
126,2205688,5,38.0,Clean; Branching,"[Turn 0 | CUSTOMER | @644901 | 2017-11-09 21:44:25] (root):
@Tesco  what's going on with your website .. trying to do my shop and 'oops nothing here ' is not helpful!

[Turn 1 | CUSTOMER | @644901 | 2017-11-09 21:46:42] (in reply to 2205688):
@Tesco Now ' oops something went wrong ' !!!

[Turn 2 | TESCO | @Tesco | 2017-11-09 22:22:09] (in reply to 2205685):
@644901 Hi there, we are currently experiencing some technical issues with our website 1/3

[Turn 3 | TESCO | @Tesco | 2017-11-09 22:22:16] (in reply to 2205685):
@644901 We're working hard to resolve this as quickly as possible 2/3

[Turn 4 | TESCO | @Tesco | 2017-11-09 22:22:22] (in reply to 2205685):
@644901 I'm sorry for the inconvenience caused and thanks for your patience - Aneurin 3/3",website_and_app_technical,do_not_escalate,none,Site-wide technical issue acknowledged publicly,
127,2238209,5,1029.4,Clean; Branching,"[Turn 0 | CUSTOMER | @652659 | 2017-10-19 15:59:32] (root):
@Tesco absolutely furious - bought  steak which leaked over entire shopping. Have been told I have to trapse back to the store to resolve! https://t.co/K3YhNyZ3Ql

[Turn 1 | TESCO | @Tesco | 2017-10-19 16:56:48] (in reply to 2238209):
@652659 Hi there, so sorry to hear about this, that's an entire shop ruined. I too would not be very amused by this. 1/2

[Turn 2 | TESCO | @Tesco | 2017-10-19 16:56:50] (in reply to 2238209):
@652659 The best option is to go back to the store so you will be dealt with in the quickest and easiest way. - Jay 2/2

[Turn 3 | CUSTOMER | @652659 | 2017-10-20 06:26:01] (in reply to 2238207):
@Tesco It’s an inconvenience with two small children to drive back to a store when it could have been rectified over the phone! Shocking service!

[Turn 4 | TESCO | @Tesco | 2017-10-20 09:08:58] (in reply to 2238208):
@652659 Hi there, I completely understand your frustration. If you go back to store they're best equipped to deal with this issue - David",store_experience_and_staff,do_not_escalate,none,Leaking steak ruined shopping; directed back to store,
128,2371584,5,3047.1,Clean; Cross-Brand (@sainsburys); Branching,"[Turn 0 | CUSTOMER | @684276 | 2017-11-13 19:49:45] (root):
@Tesco Bought these chestnuts a few days ago for a pre Xmas get together &amp; they are ALL mouldy inside. Not happy in the slightest and very embarrassing in front of friends. Should have gone to @sainsburys 😡😡😡 https://t.co/a6BsuXuUXh

[Turn 1 | TESCO | @Tesco | 2017-11-14 00:30:51] (in reply to 2371584):
@684276 Hi Harriet, I'm sorry to see the Chestnuts you purchased were mouldy, I can understand your disappointment. I'd like to document your feedback &amp; refund you, to do this can you DM your full name, full address &amp; email? 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-14 00:31:38] (in reply to 2371584):
@684276 Can you include the barcode, date code, supplier code, price paid and store purchased from? Lastly, are you happy for me to pass your details on to our supplier? Ty - James 2/2 https://t.co/py5Z991Bme

[Turn 3 | CUSTOMER | @684276 | 2017-11-15 20:46:16] (in reply to 2371582):
@Tesco They were loose chestnuts,so I can't give you any of those details. I bought them from Loughborough though if that helps?

[Turn 4 | TESCO | @Tesco | 2017-11-15 22:36:51] (in reply to 2371583):
@684276 Hi Harriet, that's no problem could you please DM me the other details mentioned - Nick",product_quality_and_safety,escalate,refund_or_compensation,Mouldy chestnuts (loose product),
129,2405543,5,809.3,Clean; Branching; Multi-Customer,"[Turn 0 | CUSTOMER | @691879 | 2017-11-14 12:49:22] (root):
My friend got pink chicken, thanks @Tesco https://t.co/q0FIOivst6

[Turn 1 | TESCO | @Tesco | 2017-11-14 14:57:40] (in reply to 2405543):
@691879 Hi there, sorry to hear that your friends chicken was pink. Would you be able to get your friend to contact us please? Due to Data Protection we would have to get all the information from your friend. TY - David

[Turn 2 | CUSTOMER | @691880 | 2017-11-14 20:16:12] (in reply to 2405541):
@Tesco @691879 Aye, Hello, I'm the friend, big shame!!

[Turn 3 | TESCO | @Tesco | 2017-11-15 02:18:09] (in reply to 2405542):
@691880 Hi Caolán, please can you send us a picture of the barcode area from the chicken and a picture of the receipt? 1/2

[Turn 4 | TESCO | @Tesco | 2017-11-15 02:18:42] (in reply to 2405542):
@691880 Can you also DM your full name, address, store that it was purchased form? - Ceri 2/2",product_quality_and_safety,escalate,product_safety_investigation,Pink/undercooked chicken,Affected person is a friend of the poster; data protection raised
130,2486187,5,161.0,Clean,"[Turn 0 | CUSTOMER | @710161 | 2017-11-15 15:00:50] (root):
@Tesco presumably you will be picking up my 1 year old from nursery as you’ve parked across my garage??! #LIVID!!! https://t.co/47BUVCFIUi

[Turn 1 | TESCO | @Tesco | 2017-11-15 16:09:30] (in reply to 2486187):
@710161 Hi Tristam, sorry for any inconvenience caused. Did you ask the driver to move the van? - Julie

[Turn 2 | CUSTOMER | @710161 | 2017-11-15 16:28:59] (in reply to 2486185):
@Tesco It did occur to me yes. He wasn’t in it. I eventually did an 18 point turn before he came back from Wimpy.

[Turn 3 | CUSTOMER | @710161 | 2017-11-15 16:30:05] (in reply to 2486186):
@Tesco he apologised and we shook hands eventually and sorted it out between ourselves

[Turn 4 | TESCO | @Tesco | 2017-11-15 17:41:48] (in reply to 2486188):
@710161 Hi Tristam, I'm glad to hear that you and our van driver managed to resolve the issue. Once again, our apologies for any inconvenience caused. Have a nice evening. Ty - Iain",store_experience_and_staff,do_not_escalate,none,Delivery van blocking driveway/garage,
131,2593790,5,713.8,Clean; Branching,"[Turn 0 | CUSTOMER | @734523 | 2017-11-16 18:48:57] (root):
Dear @Tesco This isn't quite the great deal you make out. I have 1Kg less flour than I wanted.... :S https://t.co/AFwGTamfcX

[Turn 1 | TESCO | @Tesco | 2017-11-17 02:20:02] (in reply to 2593790):
@734523 Hello Anji, I am sorry you are not happy with your substitution. Looking at the items, the one you have been given was more expensive, even though there was less in the packet. 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-17 02:24:33] (in reply to 2593790):
@734523 Can you please DM your full name, address and email? I can log your feedback. TY - Chris 2/2

[Turn 3 | CUSTOMER | @734523 | 2017-11-17 06:41:14] (in reply to 2593791):
@Tesco Thanks. I can see that. However 1Kg less won't feed my family for the month. Didn't notice until unpacking because I assumed same size 1/2

[Turn 4 | CUSTOMER | @734523 | 2017-11-17 06:42:43] (in reply to 2593791):
@Tesco 2/2 In the past have been given same size, different brand. It does make a difference unfortunately.",delivery_and_orders,escalate,requires_pii_or_dm,Substitution smaller quantity flour,
132,2635277,5,168.8,Clean; Branching,"[Turn 0 | CUSTOMER | @440493 | 2017-11-17 19:06:31] (root):
@Tesco honestly I am absolutely fed up with being racially profiled and escorted out of your bristol wine street store by your security guard. What makes it worse is that he's black himself. I would like to give details for an official complaint

[Turn 1 | TESCO | @Tesco | 2017-11-17 19:19:53] (in reply to 2635277):
@440493 I'm sorry to hear of the service you received from my colleague in you local store. I can understand how concerning this must be for you. I can assure you this is not the level of service we expect from our colleagues. 1/2 https://t.co/py5Z991Bme

[Turn 2 | TESCO | @Tesco | 2017-11-17 19:23:12] (in reply to 2635277):
@440493 I'd like to pass your comments to our Management Team so this can be addressed with my colleague to make sure a situation like this does not happen again. Please DM a name/description of my colleague andthe date/time of incident? TY - Jayne

[Turn 3 | CUSTOMER | @440493 | 2017-11-17 19:30:40] (in reply to 2635275):
@Tesco Done. I await your reply

[Turn 4 | TESCO | @Tesco | 2017-11-17 21:55:21] (in reply to 2635276):
@440493 Hi there. I have responded to your DM. - Alisha.",store_experience_and_staff,escalate,formal_complaint,Store: Bristol Wine Street; alleged racial profiling by security,
133,2687237,5,476.6,Clean; Branching,"[Turn 0 | CUSTOMER | @755641 | 2017-11-19 11:59:14] (root):
@Tesco pizza in home delivery with yesterdays date, refund for that one but what about the other pizza that we were going to have with it?

[Turn 1 | TESCO | @Tesco | 2017-11-19 13:31:01] (in reply to 2687237):
@755641 Hi Barbara, I'm sorry to hear that the pizza you were sent was out of date, I appreciate that you would be disappointed. 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-19 13:31:10] (in reply to 2687237):
@755641 So I can investigate this further, can you please DM your full name, address, postcode and email? Many thanks. - Alex 2/2

[Turn 3 | CUSTOMER | @755641 | 2017-11-19 15:43:24] (in reply to 2687235):
@Tesco Hi, my husband had also tweeted you, I’ll let him deal with it. Thanks!!!!

[Turn 4 | TESCO | @Tesco | 2017-11-19 19:55:51] (in reply to 2687236):
@755641 That's not a problem Barbara :) If you need anything else, please let us know. Thanks - Luciano",delivery_and_orders,escalate,requires_pii_or_dm,Out of date pizza in home delivery order,
134,2721886,5,68.2,"Clean; Cross-Brand (@aldiuk,@morrisons,@sainsburys); Branching","[Turn 0 | CUSTOMER | @763667 | 2017-11-20 09:29:07] (root):
@sainsburys @Morrisons @117249 @117246 @AldiUK @Tesco @117250 when are you going to ditch ALL plastic packaging? #SaveOurOceans #plasticpollution #BluePlanet2

[Turn 1 | TESCO | @Tesco | 2017-11-20 10:28:12] (in reply to 2721886):
@763667 We've been tracking the amount of packaging we use by looking at the average weight of packaging per unit sold. Since 2007 we've reduced packaging by 37% on loose and packaged food. 1/3

[Turn 2 | TESCO | @Tesco | 2017-11-20 10:28:23] (in reply to 2721886):
@763667 Removing loose products, we've reduced overall packaging used on food by 27%. 2/3

[Turn 3 | TESCO | @Tesco | 2017-11-20 10:28:44] (in reply to 2721886):
@763667 The percentage of different materials we use on our own brand packaging are:
•48% plastic
•25% glass
•19% paper/board
•8% metal

Hope this helps. - Rocsi 3/3

[Turn 4 | CUSTOMER | @763667 | 2017-11-20 10:37:22] (in reply to 2721887):
@Tesco It does, thank you but how about removing all the little plastic bags offered for loose fruit &amp; veg? Replace with paper if need be.",general_feedback_and_chitchat,do_not_escalate,none,,"Plastic packaging policy question, answered publicly"
135,2763792,5,771.3,Clean; Branching,"[Turn 0 | CUSTOMER | @773107 | 2017-11-20 23:07:54] (root):
@Tesco delivery still hasn’t turned up an hour after it was scheduled too 😡😡 don’t know what that message about delivering at 00:00 is either https://t.co/zE1fIkEMSW

[Turn 1 | TESCO | @Tesco | 2017-11-21 08:07:33] (in reply to 2763792):
@773107 Hi Laura, I'm really sorry you didn't receive your delivery last night and for any disappointment or inconvenience caused. I'd feel equally as unimpressed myself. I'll certainly chase this up for you. 1/2

[Turn 2 | TESCO | @Tesco | 2017-11-21 08:08:46] (in reply to 2763792):
@773107 I'd need a few details if that's OK? Can you send me your postcode, address, full name if different to Twitter, email address and order number please? Kind regards - Ross 2/2

[Turn 3 | CUSTOMER | @773107 | 2017-11-21 08:11:08] (in reply to 2763790):
@Tesco Thanks for replying, my delivery turned up in the end at 11.30pm

[Turn 4 | TESCO | @Tesco | 2017-11-21 11:59:12] (in reply to 2763791):
@773107 Hey Laura, I'm really sorry about the delay, please let me know if you would still like your complaint logged. TY - Chris",delivery_and_orders,escalate,requires_pii_or_dm,Late delivery,
